0,00	901,57
1,00	901,57
2,00	901,57
3,00	869,98
4,00	897,13
5,00	894,32
6,00	884,25
7,00	910,00
8,00	917,72
9,00	919,60
10,00	912,81
11,00	966,17
12,00	948,62
13,00	999,64
14,00	1016,96
15,00	1010,18
16,00	1036,86
17,00	1056,05
18,00	1070,09
19,00	1097,95
20,00	1095,37
21,00	1099,58
22,00	1147,10
23,00	1155,52
24,00	1149,91
25,00	1157,86
26,00	1183,84
27,00	1192,97
28,00	1202,80
29,00	1202,57
30,00	1222,70
31,00	1226,91
32,00	1258,04
33,00	1220,59
34,00	1215,44
35,00	1228,31
36,00	1250,78
37,00	1236,51
38,00	1240,02
39,00	1243,53
40,00	1221,53
41,00	1248,44
42,00	1250,31
43,00	1257,80
44,00	1225,74
45,00	1239,31
46,00	1235,10
47,00	1252,42
48,00	1235,80
49,00	1241,19
50,00	1233,93
51,00	1222,46
52,00	1229,48
53,00	1220,59
54,00	1222,23
55,00	1235,80
56,00	1230,89
57,00	1226,91
58,00	1225,27
59,00	1228,55
60,00	1227,61
61,00	1222,93
62,00	1207,48
63,00	1214,97
64,00	1212,87
65,00	1199,76
66,00	1216,84
67,00	1208,89
68,00	1221,53
69,00	1215,21
70,00	1263,19
71,00	1220,36
72,00	1207,01
73,00	1213,33
74,00	1205,38
75,00	1191,33
76,00	1205,61
77,00	1222,23
78,00	1222,23
79,00	1215,21
80,00	1194,14
81,00	1198,12
82,00	1214,97
83,00	1213,33
84,00	1230,19
85,00	1215,91
86,00	1231,12
87,00	1226,21
88,00	1216,61
89,00	1210,76
90,00	1193,67
91,00	1209,35
92,00	1230,42
93,00	1214,04
94,00	1207,95
95,00	1191,80
96,00	1211,23
97,00	1264,83
98,00	1218,25
99,00	1213,80
100,00	1221,53
101,00	1216,61
102,00	1201,63
103,00	1204,91
104,00	1227,61
105,00	1208,42
106,00	1198,35
107,00	1225,50
108,00	1227,38
109,00	1220,59
110,00	1223,40
111,00	1232,76
112,00	1211,93
113,00	1217,08
114,00	1207,48
115,00	1200,23
116,00	1208,89
117,00	1219,65
118,00	1237,91
119,00	1246,10
120,00	1210,76
121,00	1220,82
122,00	1210,76
123,00	1217,55
124,00	1221,29
125,00	1212,63
126,00	1226,21
127,00	1229,25
128,00	1241,19
129,00	1234,87
130,00	1213,33
131,00	1226,44
132,00	1223,16
133,00	1256,17
134,00	1211,93
135,00	1226,21
136,00	1239,31
137,00	1230,65
138,00	1236,74
139,00	1242,59
140,00	1222,23
141,00	1235,33
142,00	1221,76
143,00	1205,84
144,00	1226,67
145,00	1217,55
146,00	1227,14
147,00	1242,36
148,00	1242,36
149,00	1240,95
150,00	1226,21
151,00	1223,16
152,00	1201,16
153,00	1223,63
154,00	1221,29
155,00	1221,06
156,00	1222,93
157,00	1218,48
158,00	1236,97
159,00	1225,04
160,00	1224,33
161,00	1249,61
162,00	1229,48
163,00	1221,99
164,00	1232,06
165,00	1218,25
166,00	1222,93
167,00	1211,93
168,00	1207,25
169,00	1223,40
170,00	1241,65
171,00	1207,01
172,00	1250,55
173,00	1200,23
174,00	1218,01
175,00	1230,42
176,00	1224,33
177,00	1223,16
178,00	1233,70
179,00	1208,42
180,00	1209,82
181,00	1218,72
182,00	1223,16
183,00	1250,31
184,00	1225,04
185,00	1235,33
186,00	1221,53
187,00	1262,72
188,00	1240,02
189,00	1240,25
190,00	1229,72
191,00	1219,42
192,00	1232,06
193,00	1215,44
194,00	1226,21
195,00	1232,76
196,00	1224,57
197,00	1221,29
198,00	1242,36
199,00	1225,27
200,00	1227,14
201,00	1233,93
202,00	1234,63
203,00	1204,67
204,00	1212,40
205,00	1247,51
206,00	1232,76
207,00	1209,59
208,00	1237,68
209,00	1213,57
210,00	1240,72
211,00	1226,44
212,00	1204,21
213,00	1208,42
214,00	1240,95
215,00	1232,29
216,00	1240,48
217,00	1229,25
218,00	1242,36
219,00	1239,08
220,00	1231,36
221,00	1219,19
222,00	1226,91
223,00	1230,89
224,00	1216,14
225,00	1229,48
226,00	1218,72
227,00	1233,70
228,00	1215,91
229,00	1227,85
230,00	1218,25
231,00	1237,91
232,00	1233,23
233,00	1235,10
234,00	1243,06
235,00	1235,10
236,00	1229,72
237,00	1229,25
238,00	1232,29
239,00	1230,19
240,00	1221,53
241,00	1232,99
242,00	1223,87
243,00	1255,46
244,00	1243,53
245,00	1234,63
246,00	1219,42
247,00	1223,87
248,00	1226,44
249,00	1226,91
250,00	1255,70
251,00	1223,16
252,00	1246,80
253,00	1227,38
254,00	1238,14
255,00	1243,99
256,00	1236,04
257,00	1232,76
258,00	1240,48
259,00	1238,38
260,00	1236,97
261,00	1240,02
262,00	1234,63
263,00	1205,61
264,00	1249,61
265,00	1235,80
266,00	1223,40
267,00	1232,99
268,00	1231,59
269,00	1220,36
270,00	1217,78
271,00	1221,06
272,00	1243,99
273,00	1215,91
274,00	1235,33
275,00	1225,04
276,00	1227,38
277,00	1210,53
278,00	1233,70
279,00	1231,36
280,00	1239,08
281,00	1219,89
282,00	1230,42
283,00	1242,82
284,00	1239,78
285,00	1257,34
286,00	1233,46
287,00	1235,57
288,00	1219,42
289,00	1237,68
290,00	1238,61
291,00	1236,74
292,00	1262,25
293,00	1251,95
294,00	1225,74
295,00	1252,42
296,00	1221,29
297,00	1247,97
298,00	1244,70
299,00	1267,63
300,00	1242,59
301,00	1225,04
302,00	1225,50
303,00	1243,99
304,00	1236,27
305,00	1230,89
306,00	1224,10
307,00	1239,31
308,00	1234,63
309,00	1228,08
310,00	1231,59
311,00	1220,36
312,00	1236,04
313,00	1252,89
314,00	1242,59
315,00	1206,55
316,00	1232,06
317,00	1219,65
318,00	1219,42
319,00	1248,91
320,00	1224,10
321,00	1232,29
322,00	1222,46
323,00	1244,23
324,00	1245,87
325,00	1251,95
326,00	1214,27
327,00	1228,78
328,00	1240,72
329,00	1249,38
330,00	1234,87
331,00	1221,06
332,00	1236,51
333,00	1226,91
334,00	1244,46
335,00	1228,55
336,00	1244,93
337,00	1249,38
338,00	1246,57
339,00	1227,38
340,00	1239,78
341,00	1226,67
342,00	1234,16
343,00	1265,29
344,00	1259,68
345,00	1228,08
346,00	1216,61
347,00	1255,23
348,00	1229,02
349,00	1222,46
350,00	1251,95
351,00	1237,68
352,00	1284,02
353,00	1250,78
354,00	1225,04
355,00	1232,99
356,00	1245,40
357,00	1255,46
358,00	1220,36
359,00	1245,40
360,00	1227,38
361,00	1231,36
362,00	1245,87
363,00	1249,85
364,00	1256,17
365,00	1221,99
366,00	1219,19
367,00	1218,72
368,00	1229,02
369,00	1223,63
370,00	1234,63
371,00	1239,78
372,00	1226,67
373,00	1232,06
374,00	1231,59
375,00	1232,06
376,00	1235,33
377,00	1287,53
378,00	1238,14
379,00	1235,33
380,00	1219,19
381,00	1252,89
382,00	1244,93
383,00	1224,33
384,00	1227,61
385,00	1235,80
386,00	1230,89
387,00	1234,63
388,00	1221,53
389,00	1241,42
390,00	1233,46
391,00	1245,16
392,00	1245,40
393,00	1236,97
394,00	1232,76
395,00	1221,29
396,00	1249,61
397,00	1234,40
398,00	1218,48
399,00	1217,55
400,00	1237,68
401,00	1237,21
402,00	1249,14
403,00	1229,72
404,00	1234,16
405,00	1233,70
406,00	1241,19
407,00	1247,27
408,00	1244,46
409,00	1248,44
410,00	1246,80
411,00	1247,51
412,00	1212,63
413,00	1241,89
414,00	1252,65
415,00	1247,27
416,00	1237,21
417,00	1230,42
418,00	1236,74
419,00	1233,70
420,00	1253,82
421,00	1245,17
422,00	1245,16
423,00	1237,21
424,00	1227,14
425,00	1232,06
426,00	1219,42
427,00	1247,97
428,00	1227,85
429,00	1244,23
430,00	1211,23
431,00	1248,44
432,00	1227,38
433,00	1239,31
434,00	1237,21
435,00	1244,23
436,00	1246,34
437,00	1237,68
438,00	1224,33
439,00	1239,31
440,00	1234,40
441,00	1229,02
442,00	1246,80
443,00	1235,10
444,00	1237,91
445,00	1233,70
446,00	1232,29
447,00	1239,31
448,00	1246,10
449,00	1234,63
450,00	1223,87
