Zeit t / s,Spannung U_A1 / V,Spannung U_B1 / V
37.901,0.10035,-0.05305
38,0.1023,-0.0537
38.1,0.0999,-0.05265
38.2,0.09945,-0.05285
38.3,0.0993,-0.05235
38.4,0.0993,-0.05225
38.501,0.099,-0.045
38.6,0.0993,-0.0516
38.7,0.0987,-0.05155
38.801,0.09825,-0.04325
38.9,0.0987,-0.0506
39,0.09855,-0.05025
39.099,0.09915,-0.0532
39.199,0.09855,-0.0535
39.299,0.09825,-0.0532
39.399,0.09825,-0.0528
39.5,0.0975,-0.03885
39.601,0.09675,-0.0381
39.7,0.0975,-0.04775
39.8,0.0975,-0.0523
39.9,0.09705,-0.04665
40,0.09675,-0.04555
40.1,0.0966,-0.0455
40.201,0.09555,-0.03395
40.3,0.09645,-0.04425
40.4,0.09615,-0.0437
40.5,0.09585,-0.0424
40.6,0.0957,-0.0423
40.7,0.09555,-0.04145
40.799,0.09585,-0.05015
40.899,0.096,-0.04915
41,0.09495,-0.0395
41.1,0.0948,-0.0391
41.2,0.09435,-0.03785
41.301,0.0942,-0.02505
41.4,0.0942,-0.0366
41.5,0.09405,-0.03615
41.6,0.09375,-0.0351
41.699,0.0945,-0.0448
41.799,0.0942,-0.0444
41.901,0.0936,-0.0197
42,0.0933,-0.0322
42.1,0.09315,-0.03135
42.2,0.093,-0.0309
42.3,0.09285,-0.0298
42.401,0.0933,-0.01605
42.5,0.09255,-0.02815
42.6,0.0924,-0.02685
42.7,0.0924,-0.0265
42.8,0.0924,-0.0255
42.9,0.0921,-0.0243
43,0.09195,-0.02365
43.1,0.09195,-0.0228
43.2,0.0918,-0.0216
43.301,0.09255,-0.00815
43.4,0.09165,-0.0204
43.501,0.0924,-0.0063
43.601,0.0924,-0.0053
43.701,0.0924,-0.0047
43.801,0.09135,-0.01715
43.9,0.09075,-0.0294
44.001,0.09135,-0.0158
44.1,0.09105,-0.01475
44.2,0.0912,-0.0139
44.299,0.09045,-0.02645
44.4,0.0909,-0.0116
44.5,0.0909,-0.011
44.6,0.09075,-0.01035
44.7,0.09075,-0.0094
44.8,0.09075,-0.00895
44.901,0.09135,0.0075
45.001,0.0915,0.0085
45.1,0.09045,-0.00585
45.201,0.09105,0.0104
45.3,0.0903,-0.0036
45.401,0.0909,0.01175
45.5,0.08985,-0.0015
45.601,0.09075,0.01315
45.7,0.08985,-5E-05
45.8,0.08955,0.0028
45.9,0.08985,0.00155
46,0.0897,0.0039
46.101,0.0903,0.01765
46.2,0.0897,0.00535
46.301,0.09015,0.0193
46.401,0.09,0.02
46.5,0.0897,0.0084
46.601,0.08985,0.021
46.701,0.0897,0.0219
46.801,0.0891,0.0111
46.9,0.08835,-0.00265
47,0.08895,0.0129
47.1,0.08895,0.01355
47.201,0.0888,0.0144
47.3,0.0888,0.01495
47.4,0.0879,0.00195
47.5,0.0885,0.01625
47.601,0.0888,0.02655
47.7,0.08835,0.0181
47.8,0.0885,0.01865
47.901,0.0885,0.0275
48,0.0882,0.01995
48.1,0.08805,0.0208
48.199,0.0876,0.0097
48.3,0.0879,0.02215
48.4,0.08775,0.0224
48.5,0.08775,0.02275
48.6,0.08745,0.0238
48.7,0.0876,0.02325
48.8,0.0873,0.0249
48.9,0.08715,0.02465
49,0.0873,0.02495
49.101,0.0876,0.03135
49.2,0.087,0.02615
49.3,0.08685,0.0268
49.4,0.08685,0.0272
49.501,0.0873,0.0324
49.601,0.0867,0.02815
49.7,0.08625,0.0203
49.8,0.08655,0.02855
49.9,0.0873,0.03395
50,0.0864,0.0291
50.1,0.08625,0.0298
50.2,0.08625,0.03
50.3,0.08625,0.03035
50.401,0.0867,0.0339
50.5,0.0861,0.03075
50.601,0.0864,0.03405
50.7,0.08595,0.03075
50.801,0.0861,0.0343
50.9,0.0855,0.0317
51,0.08565,0.03215
51.1,0.0855,0.0328
51.2,0.0858,0.03425
51.3,0.08535,0.03305
51.4,0.08535,0.03315
51.5,0.0852,0.03345
51.601,0.0855,0.03375
51.7,0.0852,0.0338
51.8,0.08505,0.0338
51.9,0.0849,0.0339
51.999,0.08445,0.0306
52.099,0.0843,0.03085
52.199,0.0843,0.031
52.3,0.0846,0.03405
52.4,0.08445,0.03415
52.5,0.0843,0.03425
52.599,0.08385,0.0322
52.701,0.08445,0.0313
52.801,0.08445,0.0309
52.9,0.084,0.0342
53,0.084,0.0341
53.101,0.08415,0.0296
53.201,0.08415,0.02915
53.3,0.0837,0.0337
53.4,0.0837,0.03365
53.5,0.08355,0.0335
53.599,0.0831,0.0339
53.7,0.0834,0.03325
53.8,0.0834,0.03285
53.901,0.0831,0.03275
54,0.0831,0.0325
54.1,0.08295,0.0323
54.201,0.08295,0.0321
54.3,0.0828,0.03185
54.4,0.08265,0.0313
54.499,0.0822,0.03425
54.599,0.0822,0.03425
54.7,0.0825,0.0299
54.8,0.08235,0.02935
54.901,0.0828,0.0207
55,0.0822,0.0283
55.1,0.0822,0.02805
55.2,0.08205,0.0271
55.3,0.08205,0.0272
55.401,0.08235,0.0173
55.501,0.08235,0.01725
55.6,0.08175,0.0261
55.701,0.08175,0.02515
55.8,0.0816,0.02485
55.9,0.08115,0.03195
56,0.08145,0.0238
56.099,0.081,0.03125
56.2,0.0813,0.02275
56.3,0.0813,0.0216
56.4,0.0813,0.02105
56.499,0.0807,0.02945
56.6,0.081,0.02035
56.7,0.081,0.01945
56.799,0.0804,0.028
56.9,0.081,0.0182
57,0.0807,0.01705
57.1,0.0807,0.01685
57.2,0.0807,0.01585
57.301,0.0825,0.00385
57.4,0.08055,0.015
57.5,0.0804,0.01405
57.6,0.08055,0.0136
57.7,0.0807,0.013
57.8,0.0804,0.01225
57.9,0.0804,0.0111
58,0.08055,0.0113
58.101,0.0822,-0.00075
58.2,0.081,0.01035
58.3,0.081,0.0093
58.4,0.08085,0.00865
58.501,0.0822,-0.00415
58.601,0.0813,0.00735
58.7,0.0813,0.0064
58.799,0.0792,0.01565
58.9,0.0807,0.0045
59,0.0804,0.0038
59.1,0.08055,0.0028
59.2,0.0807,0.00145
59.299,0.07905,0.0128
59.4,0.0804,0.0005
59.5,0.0807,-0.00025
59.601,0.0819,-0.0127
59.7,0.0807,-0.0022
59.8,0.08085,-0.0023
59.9,0.0807,-0.00335
60.001,0.08175,-0.0164
60.101,0.08205,-0.0176
60.201,0.08085,-0.00505
60.301,0.08055,-0.00625
60.4,0.08055,-0.007
60.501,0.0825,-0.021
60.6,0.0807,-0.0084
60.7,0.08055,-0.01015
60.801,0.0822,-0.0236
60.901,0.0819,-0.0245
61,0.0807,-0.0123
61.099,0.0795,-0.0012
61.2,0.0804,-0.01385
61.301,0.08085,-0.02815
61.4,0.08055,-0.0161
61.5,0.08025,-0.0166
61.6,0.0804,-0.0176
61.7,0.0792,-0.00545
61.8,0.08115,-0.01995
61.901,0.08115,-0.0201
62,0.08115,-0.02135
62.1,0.081,-0.0222
62.2,0.08085,-0.0236
62.299,0.0792,-0.0106
62.4,0.07995,-0.02515
62.501,0.07995,-0.02555
62.6,0.07965,-0.0266
62.701,0.0804,-0.0383
62.801,0.0804,-0.03905
62.9,0.07935,-0.0295
62.999,0.07935,-0.01725
63.1,0.0795,-0.0189
63.2,0.07995,-0.03275
63.301,0.081,-0.04375
63.4,0.07995,-0.03515
63.501,0.0801,-0.03595
63.6,0.07995,-0.0366
63.701,0.08055,-0.04635
63.8,0.07995,-0.03765
63.902,0.07605,-0.05385
64,0.0798,-0.03905
64.1,0.07965,-0.0399
64.2,0.07995,-0.0406
64.301,0.07875,-0.0493
64.401,0.0783,-0.05
64.5,0.0798,-0.04265
64.6,0.0798,-0.04275
64.7,0.0795,-0.04305
64.8,0.07935,-0.04335
64.901,0.07605,-0.05055
65.001,0.0789,-0.0447
65.1,0.07875,-0.04505
65.2,0.078,-0.03685
65.3,0.07815,-0.0517
65.399,0.078,-0.0382
65.499,0.07785,-0.0392
65.6,0.07785,-0.0396
65.7,0.0777,-0.04045
65.8,0.0765,-0.0482
65.9,0.0762,-0.0487
66,0.07575,-0.04895
66.1,0.0753,-0.04935
66.201,0.07155,-0.0532
66.301,0.07095,-0.05315
66.4,0.07455,-0.0506
66.5,0.0741,-0.05105
66.601,0.07005,-0.0533
66.7,0.07335,-0.05045
66.8,0.0732,-0.05185
66.9,0.0726,-0.0526
67.001,0.06855,-0.05315
67.1,0.07185,-0.0527
67.2,0.07155,-0.0525
67.3,0.0711,-0.0529
67.4,0.07065,-0.0535
67.5,0.07035,-0.05325
67.601,0.0678,-0.05195
67.701,0.06765,-0.0517
67.8,0.06945,-0.05325
67.901,0.0678,-0.0515
68.001,0.06855,-0.05365
68.101,0.0684,-0.0533
68.2,0.0684,-0.0529
68.3,0.06795,-0.05295
68.4,0.06765,-0.05315
68.5,0.06735,-0.0532
68.601,0.06705,-0.03935
68.7,0.0669,-0.05225
68.801,0.0669,-0.0474
68.9,0.0672,-0.05225
69.001,0.06555,-0.0363
69.101,0.06645,-0.052
69.2,0.06645,-0.0517
69.301,0.0663,-0.0442
69.4,0.06645,-0.0509
69.5,0.06645,-0.0501
69.601,0.06555,-0.0422
69.701,0.0654,-0.0413
69.8,0.06585,-0.0493
69.901,0.06525,-0.0394
70.001,0.06495,-0.03875
70.1,0.066,-0.0478
70.2,0.0654,-0.0471
70.3,0.0654,-0.04675
70.401,0.06435,-0.03585
70.501,0.06435,-0.0344
70.6,0.0651,-0.04415
70.7,0.0648,-0.04325
70.8,0.0645,-0.04245
70.901,0.0639,-0.03115
71,0.06435,-0.0412
71.1,0.06495,-0.0491
71.201,0.06405,-0.0397
71.301,0.0636,-0.02695
71.4,0.06495,-0.0474
71.5,0.06375,-0.03655
71.6,0.06345,-0.0359
71.701,0.0633,-0.0213
71.801,0.0636,-0.0221
71.9,0.06285,-0.03365
72,0.06315,-0.03245
72.101,0.0633,-0.0205
72.2,0.0627,-0.03105
72.301,0.0633,-0.0176
72.4,0.06255,-0.02955
72.501,0.0633,-0.0145
72.6,0.0627,-0.02735
72.7,0.06225,-0.0264
72.8,0.06285,-0.0237
72.9,0.0624,-0.02455
73.001,0.06285,-0.00925
73.1,0.0624,-0.02155
73.2,0.06225,-0.0214
73.3,0.0624,-0.02015
73.401,0.063,-0.0061
73.5,0.06225,-0.01845
73.601,0.06285,-0.00385
73.702,0.0636,0.01195
73.799,0.06165,-0.0285
73.9,0.06195,-0.01495
74,0.0621,-0.01375
74.1,0.0621,-0.01265
74.2,0.06195,-0.01165
74.301,0.0627,0.00405
74.4,0.06195,-0.00975
74.499,0.0612,-0.0215
74.6,0.0612,-0.02045
74.7,0.0621,-0.007
74.801,0.06255,0.00935
74.9,0.0621,-0.0049
75,0.06195,-0.0041
75.1,0.06195,-0.00255
75.201,0.06255,0.01285
75.301,0.0624,0.0137
75.4,0.06165,0.0014
75.5,0.06165,0.002
75.6,0.06105,-0.0118
75.7,0.06195,0.0045
75.8,0.0618,0.0059
75.901,0.06225,0.0186
76.001,0.0618,0.0071
76.1,0.0618,0.0079
76.2,0.06165,0.0094
76.3,0.0609,-0.0044
76.4,0.06165,0.01115
76.5,0.0615,0.012
76.601,0.06165,0.02235
76.7,0.06165,0.0125
76.8,0.0612,0.01495
76.9,0.06135,0.01455
77,0.06135,0.01535
77.101,0.0615,0.0249
77.201,0.0615,0.0255
77.3,0.0612,0.0175
77.402,0.06195,0.0316
77.5,0.06105,0.01945
77.6,0.06105,0.01985
77.7,0.0609,0.0206
77.801,0.06135,0.02795
77.9,0.0609,0.02155
78.001,0.0612,0.02855
78.1,0.06075,0.0224
78.201,0.0606,0.023
78.3,0.0606,0.0235
78.399,0.06045,0.0145
78.5,0.06045,0.0245
78.6,0.06015,0.0157
78.7,0.06045,0.0255
78.801,0.0609,0.03105
78.9,0.0603,0.02645
79.001,0.06075,0.03165
79.1,0.0603,0.0271
79.201,0.06075,0.03195
79.3,0.06015,0.02805
79.399,0.05985,0.021
79.5,0.06015,0.0285
79.601,0.06075,0.03265
79.7,0.06015,0.029
79.8,0.06015,0.02935
79.9,0.06015,0.0297
79.999,0.0594,0.02995
80.1,0.06,0.0302
80.2,0.05985,0.0304
80.301,0.0603,0.03295
80.401,0.0597,0.03075
80.5,0.0597,0.031
80.601,0.06015,0.0328
80.7,0.05955,0.0316
80.8,0.05955,0.03175
80.9,0.05955,0.03225
81,0.05955,0.0321
81.1,0.05955,0.0324
81.2,0.05955,0.0324
81.299,0.0591,0.02615
81.399,0.05895,0.02925
81.5,0.0594,0.03275
81.6,0.0594,0.03155
81.7,0.0594,0.03305
81.8,0.05925,0.0329
81.9,0.05925,0.0329
82.001,0.0594,0.0304
82.1,0.0591,0.0329
82.2,0.0591,0.03295
82.301,0.05895,0.0329
82.4,0.05895,0.0328
82.5,0.0588,0.0327
82.6,0.0588,0.03255
82.7,0.0588,0.03255
82.801,0.0591,0.02705
82.901,0.05955,0.0176
83,0.05865,0.03195
83.1,0.05865,0.0317
83.201,0.05895,0.0254
83.301,0.05895,0.02435
83.4,0.0585,0.0313
83.5,0.05835,0.03095
83.6,0.05835,0.03075
83.701,0.0588,0.02285
83.801,0.05865,0.0229
83.9,0.0582,0.02985
84.002,0.05955,0.0106
84.1,0.05805,0.0287
84.201,0.0585,0.02045
84.3,0.05805,0.0276
84.401,0.0585,0.01895
84.5,0.05805,0.02655
84.6,0.0579,0.02615
84.701,0.0585,0.0164
84.8,0.0579,0.02505
84.9,0.05775,0.02555
85,0.05775,0.02445
85.1,0.05775,0.0245
85.2,0.0576,0.024
85.3,0.0576,0.02345
85.399,0.05715,0.0306
85.5,0.0576,0.0229
85.601,0.0582,0.0114
85.7,0.05745,0.02135
85.8,0.05745,0.0212
85.901,0.0588,0.0102
86.001,0.0591,0.00915
86.101,0.0573,0.01895
86.2,0.0573,0.0184
86.3,0.05685,0.0266
86.4,0.05715,0.01705
86.5,0.0573,0.0169
86.6,0.05715,0.0157
86.7,0.057,0.0158
86.801,0.05925,0.00395
86.901,0.0588,0.0037
87,0.0573,0.0136
87.099,0.0564,0.0234
87.2,0.057,0.01225
87.3,0.057,0.01255
87.4,0.0573,0.0114
87.5,0.05715,0.0111
87.6,0.05745,0.01015
87.7,0.0573,0.00995
87.8,0.05835,0.0087
87.899,0.05625,0.0185
87.999,0.0561,0.01845
88.1,0.05595,0.01775
88.2,0.05835,0.00645
88.3,0.05775,0.006
88.4,0.05775,0.0052
88.499,0.0561,0.01505
88.6,0.057,0.0039
88.7,0.0576,0.0028
88.799,0.05595,0.0135
88.9,0.0561,0.01295
89,0.0576,0.00125
89.1,0.05715,0.00015
89.2,0.05745,-0.00025
89.3,0.05775,-0.00155
89.401,0.05775,-0.00205
89.5,0.0579,-0.00225
89.6,0.05775,-0.00245
89.7,0.0576,-0.0038
89.8,0.05775,-0.00365
89.9,0.0576,-0.0048
90.001,0.05775,-0.00565
90.1,0.05775,-0.00575
90.2,0.05775,-0.00675
90.3,0.0576,-0.00735
90.401,0.0576,-0.00875
90.5,0.05745,-0.00915
90.6,0.05775,-0.00965
90.701,0.0576,-0.0098
90.8,0.05775,-0.01115
90.899,0.0564,-0.0001
91,0.05775,-0.01195
91.1,0.0576,-0.01335
91.2,0.0576,-0.0135
91.3,0.0576,-0.0144
91.4,0.05775,-0.0155
91.5,0.05775,-0.01635
91.6,0.0579,-0.0167
91.7,0.0579,-0.01795
91.8,0.05805,-0.01865
91.901,0.05805,-0.03195
92,0.05835,-0.02015
92.1,0.0585,-0.021
92.2,0.0585,-0.0214
92.301,0.05835,-0.0221
92.4,0.0582,-0.0346
92.5,0.05805,-0.024
92.599,0.0567,-0.0113
92.699,0.0567,-0.0121
92.8,0.05745,-0.026
92.901,0.0579,-0.03735
93.001,0.05775,-0.0381
93.1,0.05715,-0.02765
93.2,0.057,-0.02845
93.299,0.057,-0.016
93.4,0.05685,-0.02995
93.5,0.05685,-0.0302
93.599,0.05685,-0.01885
93.7,0.057,-0.0317
93.801,0.05805,-0.042
93.901,0.05805,-0.043
94,0.057,-0.0336
94.1,0.05685,-0.03405
94.199,0.05745,-0.0228
94.3,0.05685,-0.03545
94.401,0.05685,-0.03565
94.5,0.057,-0.0363
94.6,0.0561,-0.0365
94.699,0.0564,-0.02735
94.8,0.0561,-0.03705
94.899,0.05505,-0.0277
95,0.057,-0.039
95.1,0.05625,-0.039
95.2,0.05655,-0.0402
95.3,0.0567,-0.04005
95.4,0.0567,-0.04105
95.5,0.05655,-0.0415
95.6,0.0558,-0.0315
95.701,0.05685,-0.0422
95.801,0.0567,-0.0425
95.901,0.05685,-0.04255
96,0.05655,-0.04295
96.1,0.0567,-0.0438
96.2,0.0564,-0.0442
96.3,0.0564,-0.04475
96.4,0.05625,-0.04555
96.501,0.05325,-0.05425
96.601,0.0528,-0.05225
96.7,0.05565,-0.04615
96.801,0.05235,-0.0522
