Zeit t / s,Spannung U_A1 / V,Spannung U_B1 / V
342.501,0.0715,0.765
343.001,0.0715,0.76
343.5,0.071,0.765
344,0.071,0.765
344.5,0.071,0.765
345,0.071,0.765
345.501,0.0705,0.765
346,0.0705,0.765
346.501,0.0705,0.765
347.001,0.0705,0.765
347.501,0.0705,0.765
348.001,0.07,0.765
348.5,0.07,0.765
349,0.07,0.765
349.501,0.07,0.765
350,0.07,0.765
350.501,0.0695,0.77
351.001,0.0695,0.77
351.5,0.0695,0.77
352.001,0.0695,0.77
352.5,0.0695,0.77
353,0.069,0.77
353.5,0.069,0.77
354,0.069,0.77
354.499,0.069,0.77
355,0.069,0.77
355.501,0.0685,0.77
356,0.0685,0.77
356.5,0.0685,0.77
357,0.0685,0.77
357.501,0.0685,0.77
358,0.068,0.775
358.5,0.068,0.775
359.001,0.068,0.775
359.5,0.068,0.775
360,0.068,0.775
360.5,0.0675,0.775
361,0.0675,0.775
361.5,0.0675,0.775
362,0.0675,0.775
362.5,0.0675,0.77
363,0.067,0.775
363.5,0.067,0.775
364.001,0.067,0.775
364.5,0.067,0.775
365.001,0.067,0.775
365.501,0.0665,0.775
366,0.0665,0.775
366.499,0.0665,0.775
367,0.0665,0.775
367.501,0.0665,0.775
368,0.066,0.775
368.501,0.066,0.775
369.001,0.066,0.775
369.5,0.066,0.775
370.001,0.066,0.775
370.501,0.0655,0.775
371,0.0655,0.775
371.501,0.0655,0.78
372,0.0655,0.78
372.501,0.0655,0.775
373,0.065,0.775
373.501,0.065,0.775
374,0.065,0.78
374.5,0.065,0.78
375.001,0.065,0.78
375.5,0.0645,0.78
376,0.0645,0.78
376.501,0.0645,0.78
377.001,0.0645,0.78
377.501,0.0645,0.78
378.001,0.0645,0.78
378.501,0.064,0.78
379,0.064,0.78
379.5,0.064,0.78
380.001,0.064,0.78
380.5,0.064,0.785
381.001,0.0635,0.785
381.5,0.0635,0.78
382.001,0.0635,0.785
382.5,0.0635,0.785
383.001,0.0635,0.785
383.5,0.0635,0.785
384.001,0.063,0.785
384.5,0.063,0.785
385,0.063,0.785
385.5,0.063,0.785
386,0.063,0.785
386.5,0.0625,0.785
387,0.0625,0.785
387.499,0.0625,0.79
388,0.0625,0.785
388.5,0.0625,0.79
389,0.0625,0.79
389.501,0.062,0.79
390,0.062,0.79
390.5,0.062,0.79
391.001,0.062,0.785
391.501,0.062,0.79
392.001,0.0615,0.79
392.501,0.0615,0.785
393.001,0.0615,0.79
393.5,0.0615,0.79
394,0.0615,0.79
394.5,0.0615,0.79
395.001,0.061,0.785
395.5,0.061,0.79
396,0.061,0.79
396.5,0.061,0.79
397,0.061,0.79
397.501,0.0605,0.785
398,0.0605,0.79
398.501,0.0605,0.79
399.001,0.0605,0.79
399.501,0.0605,0.79
400,0.0605,0.79
400.5,0.06,0.79
401,0.06,0.79
401.5,0.06,0.79
402,0.06,0.79
402.501,0.06,0.79
403.001,0.06,0.79
403.5,0.0595,0.79
404.001,0.0595,0.795
404.5,0.0595,0.79
405.001,0.0595,0.795
405.501,0.0595,0.79
405.999,0.059,0.795
406.5,0.059,0.795
407.001,0.059,0.795
407.499,0.059,0.795
408,0.059,0.795
408.501,0.059,0.795
409,0.0585,0.795
409.5,0.0585,0.795
410,0.0585,0.795
410.5,0.0585,0.795
411,0.0585,0.795
411.5,0.0585,0.8
412,0.058,0.8
412.5,0.058,0.795
413,0.058,0.795
413.501,0.058,0.8
414,0.058,0.8
414.5,0.058,0.8
415.001,0.0575,0.8
415.5,0.0575,0.8
416,0.0575,0.8
416.5,0.0575,0.8
417,0.0575,0.8
417.5,0.0575,0.8
418.001,0.057,0.8
418.501,0.057,0.8
419,0.057,0.8
419.5,0.057,0.8
420.001,0.057,0.8
420.5,0.057,0.8
421.001,0.0565,0.8
421.5,0.0565,0.8
422,0.0565,0.8
422.5,0.0565,0.8
423,0.0565,0.8
423.5,0.0565,0.8
424,0.056,0.8
424.499,0.056,0.8
425.001,0.056,0.8
425.5,0.056,0.8
426.001,0.056,0.8
426.5,0.056,0.8
427,0.0555,0.8
427.5,0.0555,0.8
428,0.0555,0.8
428.501,0.0555,0.8
429,0.0555,0.8
429.5,0.0555,0.8
430,0.055,0.8
430.5,0.055,0.805
431.001,0.055,0.805
431.5,0.055,0.805
432,0.055,0.805
432.5,0.055,0.805
433,0.0545,0.805
433.5,0.0545,0.805
434,0.0545,0.805
434.501,0.0545,0.805
435,0.0545,0.805
435.501,0.0545,0.805
436,0.054,0.805
436.501,0.054,0.805
437.002,0.054,0.805
437.5,0.054,0.805
438.001,0.054,0.81
438.5,0.054,0.81
439,0.0535,0.805
439.501,0.0535,0.81
440,0.0535,0.81
440.501,0.0535,0.81
441,0.0535,0.81
441.5,0.0535,0.81
442,0.0535,0.81
442.5,0.053,0.81
443,0.053,0.81
443.5,0.053,0.81
444,0.053,0.81
444.5,0.053,0.81
445,0.053,0.81
445.5,0.0525,0.81
446,0.0525,0.81
446.501,0.0525,0.81
447,0.0525,0.815
447.5,0.0525,0.81
448,0.0525,0.81
448.501,0.0525,0.81
449,0.052,0.815
449.5,0.052,0.81
450,0.052,0.81
450.5,0.052,0.815
451,0.052,0.815
451.5,0.052,0.815
452.001,0.0515,0.815
452.501,0.0515,0.815
453.001,0.0515,0.815
453.501,0.0515,0.81
454,0.0515,0.815
454.501,0.0515,0.81
455.001,0.0515,0.815
455.5,0.051,0.815
456,0.051,0.815
456.501,0.051,0.815
457.001,0.051,0.815
457.501,0.051,0.815
458,0.051,0.815
458.5,0.051,0.815
459,0.0505,0.815
459.5,0.0505,0.815
460,0.0505,0.815
460.5,0.0505,0.815
461,0.0505,0.815
461.501,0.0505,0.815
462.001,0.05,0.815
462.5,0.05,0.815
463.001,0.05,0.815
463.5,0.05,0.815
464.001,0.05,0.815
464.5,0.05,0.815
465,0.05,0.815
465.5,0.0495,0.815
466.001,0.0495,0.815
466.501,0.0495,0.815
467,0.0495,0.815
467.501,0.0495,0.82
468.001,0.0495,0.815
468.5,0.0495,0.82
469.001,0.049,0.82
469.5,0.049,0.82
470.001,0.049,0.82
470.501,0.049,0.82
471,0.049,0.82
471.5,0.049,0.82
472,0.049,0.82
472.5,0.0485,0.82
473.001,0.0485,0.82
473.5,0.0485,0.82
474,0.0485,0.82
474.5,0.0485,0.82
475,0.0485,0.82
475.501,0.048,0.82
476,0.048,0.82
476.501,0.048,0.82
477,0.048,0.82
477.5,0.048,0.825
478,0.048,0.825
478.501,0.048,0.825
479,0.048,0.82
479.5,0.0475,0.825
480,0.0475,0.82
480.5,0.0475,0.825
481,0.0475,0.825
481.501,0.0475,0.825
482,0.0475,0.825
482.501,0.0475,0.825
483,0.0475,0.825
483.501,0.047,0.825
484,0.047,0.825
484.5,0.047,0.825
485,0.047,0.825
485.501,0.047,0.825
486,0.047,0.825
486.501,0.047,0.825
487,0.0465,0.825
487.5,0.0465,0.825
488,0.0465,0.825
488.501,0.0465,0.825
489.001,0.0465,0.825
489.501,0.0465,0.825
490.001,0.0465,0.825
490.501,0.046,0.825
491,0.046,0.825
491.501,0.046,0.825
492.001,0.046,0.825
492.5,0.046,0.825
493,0.046,0.825
493.5,0.046,0.825
494,0.046,0.825
494.5,0.0455,0.825
495,0.0455,0.825
495.5,0.0455,0.825
496.001,0.0455,0.83
496.501,0.0455,0.825
497,0.0455,0.83
497.5,0.0455,0.825
498.001,0.045,0.825
498.5,0.045,0.83
499.002,0.045,0.83
499.5,0.045,0.83
500,0.045,0.825
