Zeit t / s,Spannung U_A1 / V,Spannung U_B1 / V
273.9,-0.01,0.4145
274,-0.0095,0.4155
274.1,-0.0095,0.4155
274.199,-0.01,0.4135
274.3,-0.0095,0.416
274.4,-0.0095,0.4165
274.5,-0.0095,0.417
274.6,-0.0095,0.4175
274.7,-0.01,0.418
274.8,-0.0095,0.4185
274.9,-0.0095,0.419
275,-0.0095,0.4195
275.1,-0.01,0.42
275.201,-0.009,0.422
275.301,-0.0095,0.4225
275.4,-0.0095,0.4215
275.501,-0.0095,0.4235
275.6,-0.0095,0.422
275.699,-0.01,0.421
275.8,-0.0095,0.4235
275.9,-0.0095,0.424
276,-0.0095,0.4245
276.101,-0.009,0.426
276.2,-0.0095,0.4255
276.3,-0.009,0.4255
276.4,-0.0095,0.426
276.5,-0.0095,0.426
276.6,-0.0095,0.4265
276.7,-0.0095,0.427
276.8,-0.0095,0.4275
276.901,-0.009,0.429
277,-0.009,0.4285
277.1,-0.009,0.429
277.2,-0.009,0.429
277.301,-0.009,0.43
277.401,-0.009,0.4305
277.5,-0.009,0.43
277.6,-0.009,0.4305
277.7,-0.009,0.432
277.801,-0.009,0.4325
277.9,-0.009,0.4325
278,-0.009,0.433
278.1,-0.009,0.433
278.2,-0.009,0.4335
278.301,-0.009,0.4335
278.4,-0.009,0.434
278.5,-0.009,0.434
278.6,-0.0085,0.434
278.7,-0.009,0.4345
278.8,-0.009,0.4345
278.9,-0.009,0.435
279,-0.009,0.435
279.099,-0.009,0.4355
279.199,-0.009,0.436
279.3,-0.009,0.436
279.4,-0.0085,0.436
279.5,-0.0085,0.4365
279.6,-0.0085,0.4365
279.7,-0.009,0.4365
279.799,-0.009,0.438
279.899,-0.009,0.438
280,-0.0085,0.4375
280.1,-0.0085,0.4365
280.2,-0.0085,0.4365
280.3,-0.0085,0.437
280.4,-0.0085,0.438
280.501,-0.008,0.436
280.601,-0.008,0.436
280.7,-0.0085,0.438
280.8,-0.0085,0.4375
280.9,-0.0085,0.4375
281,-0.0085,0.437
281.1,-0.0085,0.4365
281.201,-0.0075,0.4345
281.301,-0.007,0.4345
281.401,-0.007,0.4345
281.5,-0.008,0.437
281.599,-0.0085,0.439
281.7,-0.0085,0.437
281.8,-0.008,0.437
281.901,-0.008,0.4345
282.001,-0.008,0.4345
282.1,-0.0075,0.437
282.2,-0.0085,0.4375
282.301,-0.008,0.435
282.4,-0.008,0.437
282.5,-0.0085,0.4375
282.601,-0.008,0.4345
282.7,-0.008,0.4375
282.8,-0.008,0.4375
282.9,-0.008,0.4375
282.999,-0.008,0.4375
283.1,-0.008,0.437
283.199,-0.008,0.437
283.3,-0.008,0.437
283.4,-0.008,0.437
283.5,-0.008,0.4375
283.601,-0.008,0.4345
283.701,-0.008,0.4345
283.8,-0.008,0.4375
283.901,-0.008,0.435
284,-0.008,0.4375
284.099,-0.008,0.44
284.2,-0.0085,0.4375
284.3,-0.008,0.437
284.399,-0.008,0.44
284.5,-0.008,0.437
284.6,-0.008,0.437
284.701,-0.008,0.435
284.8,-0.008,0.437
284.9,-0.008,0.437
285,-0.008,0.437
285.1,-0.008,0.437
285.201,-0.008,0.435
285.3,-0.008,0.437
285.401,-0.008,0.435
285.501,-0.008,0.4355
285.601,-0.008,0.4355
285.7,-0.008,0.4375
285.8,-0.008,0.4375
285.9,-0.008,0.4375
286.001,-0.0085,0.436
286.101,-0.0085,0.436
286.2,-0.0085,0.438
286.3,-0.008,0.438
286.4,-0.0085,0.438
286.501,-0.0085,0.4365
286.6,-0.0085,0.438
286.7,-0.008,0.438
286.799,-0.0085,0.44
286.901,-0.0085,0.437
287.001,-0.0085,0.4375
287.1,-0.0085,0.439
287.201,-0.0085,0.438
287.3,-0.0085,0.4395
287.401,-0.0085,0.4385
287.5,-0.0085,0.4395
287.601,-0.0085,0.4385
287.7,-0.0085,0.44
287.8,-0.0085,0.44
287.9,-0.0085,0.44
288,-0.0085,0.44
288.1,-0.0085,0.4405
288.2,-0.009,0.4405
288.3,-0.0085,0.441
288.4,-0.0085,0.441
288.499,-0.0085,0.442
288.601,-0.009,0.441
288.7,-0.0095,0.442
288.799,-0.0085,0.4425
288.9,-0.009,0.4415
289,-0.009,0.4405
289.1,-0.009,0.439
289.201,-0.009,0.4395
289.3,-0.009,0.4395
289.4,-0.009,0.4395
289.501,-0.009,0.4405
289.6,-0.009,0.4405
289.699,-0.009,0.441
289.8,-0.009,0.441
289.9,-0.009,0.4415
290,-0.009,0.4415
290.1,-0.01,0.4425
290.2,-0.009,0.4415
290.301,-0.01,0.4425
290.4,-0.009,0.441
290.5,-0.009,0.4415
290.601,-0.0105,0.4425
290.7,-0.0095,0.4415
290.8,-0.0095,0.442
290.901,-0.011,0.444
291,-0.0095,0.4425
291.1,-0.0095,0.4425
291.199,-0.009,0.442
291.299,-0.0095,0.445
291.4,-0.01,0.4435
291.501,-0.0115,0.445
291.601,-0.0115,0.4455
291.7,-0.0105,0.444
291.8,-0.011,0.4445
291.9,-0.011,0.4445
292,-0.011,0.445
292.1,-0.011,0.4455
292.201,-0.012,0.4485
292.3,-0.0115,0.446
292.4,-0.0115,0.4465
292.499,-0.01,0.445
292.6,-0.0115,0.447
292.7,-0.0115,0.4475
292.801,-0.012,0.45
292.9,-0.012,0.448
293,-0.012,0.449
293.101,-0.0115,0.4515
293.2,-0.012,0.4495
293.3,-0.012,0.455
293.4,-0.012,0.4505
293.5,-0.012,0.451
293.6,-0.0125,0.451
293.7,-0.012,0.4515
293.8,-0.012,0.452
293.9,-0.012,0.4525
294.001,-0.012,0.455
294.101,-0.0115,0.456
294.2,-0.012,0.4535
294.3,-0.012,0.454
294.401,-0.0115,0.4575
294.501,-0.0115,0.458
294.6,-0.012,0.4555
294.7,-0.012,0.4555
294.8,-0.0115,0.4565
294.901,-0.0115,0.4595
295,-0.012,0.457
295.101,-0.0115,0.4605
295.2,-0.012,0.458
295.3,-0.0115,0.4585
295.399,-0.012,0.4565
295.5,-0.0115,0.4595
295.6,-0.011,0.4595
295.7,-0.0115,0.4605
295.799,-0.0115,0.461
295.899,-0.0115,0.461
295.999,-0.012,0.459
296.099,-0.012,0.459
296.2,-0.0115,0.463
296.3,-0.011,0.463
296.401,-0.011,0.4655
296.5,-0.0115,0.4635
296.601,-0.011,0.466
296.701,-0.011,0.4665
296.8,-0.0115,0.465
296.901,-0.011,0.4675
297,-0.0115,0.4655
297.101,-0.011,0.468
297.201,-0.011,0.468
297.3,-0.011,0.467
297.4,-0.0115,0.467
297.5,-0.011,0.4675
297.601,-0.0105,0.4695
297.701,-0.011,0.47
297.8,-0.011,0.4685
297.9,-0.011,0.469
298,-0.011,0.4695
298.1,-0.011,0.47
298.201,-0.0105,0.4715
298.3,-0.011,0.4705
298.4,-0.011,0.471
298.499,-0.011,0.469
298.6,-0.011,0.471
298.7,-0.011,0.4715
298.801,-0.0105,0.473
298.901,-0.0105,0.4735
299.001,-0.0105,0.474
299.1,-0.011,0.4735
299.201,-0.0105,0.4745
299.3,-0.0105,0.474
299.4,-0.0105,0.474
299.499,-0.011,0.473
299.599,-0.011,0.4735
299.7,-0.0105,0.475
299.8,-0.0105,0.475
299.9,-0.0105,0.4755
300,-0.011,0.4755
300.1,-0.0105,0.476
300.2,-0.0105,0.476
300.3,-0.0105,0.476
300.4,-0.0105,0.4765
300.5,-0.0105,0.4765
300.601,-0.0105,0.476
300.7,-0.0105,0.477
300.801,-0.01,0.4765
300.901,-0.01,0.476
301.001,-0.01,0.4765
301.1,-0.0105,0.4775
301.2,-0.0105,0.4775
301.3,-0.0105,0.4775
301.399,-0.0105,0.4785
301.5,-0.0105,0.478
301.601,-0.01,0.476
301.7,-0.0105,0.478
301.8,-0.01,0.478
301.9,-0.01,0.4785
301.999,-0.0105,0.4795
302.1,-0.0105,0.478
302.201,-0.01,0.477
302.301,-0.0095,0.477
302.401,-0.0095,0.477
302.5,-0.01,0.4785
302.6,-0.01,0.479
302.701,-0.0095,0.4765
302.8,-0.01,0.479
302.899,-0.0105,0.4765
303,-0.01,0.479
303.1,-0.01,0.479
303.199,-0.01,0.4795
303.299,-0.01,0.4795
303.4,-0.0095,0.4795
303.501,-0.0095,0.477
303.6,-0.0095,0.4765
303.7,-0.01,0.479
303.8,-0.0095,0.4765
303.9,-0.0105,0.479
304,-0.009,0.479
304.099,-0.01,0.4815
304.2,-0.0105,0.479
304.3,-0.009,0.479
304.4,-0.009,0.4795
304.501,-0.0095,0.4765
304.601,-0.0095,0.4765
304.7,-0.0095,0.479
304.8,-0.0095,0.479
304.9,-0.0095,0.479
305,-0.0095,0.4785
305.1,-0.0095,0.4785
305.201,-0.0095,0.4755
305.3,-0.0095,0.4785
305.399,-0.0095,0.481
305.499,-0.0095,0.4785
305.6,-0.0095,0.4785
305.701,-0.0095,0.4755
305.8,-0.0095,0.478
305.901,-0.0095,0.4755
306,-0.0095,0.478
306.1,-0.0095,0.478
306.2,-0.0095,0.478
306.301,-0.0095,0.4755
306.4,-0.0095,0.478
306.5,-0.0095,0.478
306.601,-0.0095,0.476
306.701,-0.0095,0.4755
306.8,-0.0095,0.478
306.9,-0.0095,0.478
307,-0.0095,0.478
307.1,-0.0095,0.478
307.201,-0.0095,0.4765
307.301,-0.01,0.4765
307.4,-0.0095,0.4785
307.5,-0.0095,0.478
307.601,-0.01,0.477
307.701,-0.01,0.477
307.8,-0.0095,0.4785
307.9,-0.0095,0.4785
307.999,-0.0095,0.48
308.1,-0.0095,0.4785
308.2,-0.0095,0.479
308.3,-0.01,0.479
308.4,-0.01,0.479
308.5,-0.0095,0.479
308.6,-0.0095,0.4795
308.7,-0.01,0.4795
308.8,-0.01,0.4795
308.9,-0.01,0.48
309,-0.01,0.4795
309.1,-0.01,0.479
309.2,-0.01,0.479
309.3,-0.01,0.479
309.401,-0.01,0.4805
309.5,-0.01,0.479
309.6,-0.01,0.479
309.7,-0.01,0.479
309.8,-0.01,0.479
309.9,-0.01,0.4795
310,-0.01,0.4795
310.1,-0.01,0.4795
310.201,-0.0105,0.48
310.3,-0.01,0.4805
310.4,-0.01,0.48
310.501,-0.011,0.481
310.6,-0.011,0.4815
310.7,-0.0105,0.482
310.8,-0.0105,0.481
310.9,-0.0105,0.4815
311,-0.0105,0.482
311.1,-0.0105,0.482
311.2,-0.0105,0.482
311.3,-0.011,0.482
311.401,-0.012,0.484
311.501,-0.0125,0.4845
311.601,-0.0125,0.485
311.7,-0.0115,0.4835
311.801,-0.0125,0.4855
311.901,-0.013,0.486
312.001,-0.013,0.486
312.1,-0.0115,0.4845
312.2,-0.012,0.485
312.3,-0.0125,0.485
312.4,-0.012,0.4855
312.501,-0.013,0.4885
312.6,-0.0125,0.4865
312.7,-0.0125,0.487
312.801,-0.013,0.4895
312.9,-0.013,0.4875
313,-0.013,0.488
313.1,-0.013,0.4885
313.2,-0.013,0.489
313.3,-0.0135,0.4895
313.4,-0.013,0.4925
313.501,-0.013,0.493
313.6,-0.0135,0.491
313.701,-0.013,0.4935
313.8,-0.013,0.4915
313.9,-0.013,0.4945
314,-0.013,0.4925
314.1,-0.013,0.493
314.2,-0.013,0.4935
314.3,-0.013,0.494
314.399,-0.0135,0.492
314.5,-0.013,0.5005
314.601,-0.0125,0.4985
314.701,-0.0125,0.499
314.801,-0.0125,0.4995
314.9,-0.013,0.497
315,-0.0125,0.4975
315.101,-0.0125,0.501
315.2,-0.0125,0.499
315.301,-0.0125,0.502
315.4,-0.0125,0.5
315.501,-0.0125,0.503
315.601,-0.0125,0.5035
315.701,-0.0125,0.504
315.801,-0.0125,0.504
315.9,-0.0125,0.5025
316,-0.012,0.505
316.1,-0.0125,0.503
316.2,-0.0125,0.5035
316.301,-0.012,0.506
316.4,-0.0125,0.5045
316.5,-0.0125,0.505
316.6,-0.0125,0.5055
316.7,-0.0125,0.506
316.8,-0.0125,0.506
316.9,-0.0125,0.5065
317,-0.0125,0.507
317.101,-0.012,0.509
317.2,-0.0125,0.508
317.3,-0.012,0.508
317.4,-0.012,0.5085
317.5,-0.012,0.509
317.6,-0.012,0.509
317.7,-0.0115,0.511
317.8,-0.012,0.51
317.9,-0.012,0.5105
318,-0.012,0.511
318.1,-0.0115,0.5115
318.2,-0.0115,0.512
318.3,-0.0115,0.5115
318.4,-0.0115,0.512
318.499,-0.012,0.511
318.6,-0.012,0.513
318.7,-0.0115,0.513
318.8,-0.0115,0.5135
318.9,-0.0115,0.5135
319,-0.0115,0.514
319.1,-0.0115,0.514
319.2,-0.0115,0.5145
319.3,-0.0115,0.5145
319.399,-0.012,0.5145
319.5,-0.011,0.514
319.601,-0.011,0.514
319.7,-0.0115,0.515
319.801,-0.011,0.5145
319.9,-0.0115,0.5155
320,-0.0115,0.5155
320.1,-0.011,0.515
320.2,-0.0115,0.5155
320.3,-0.0115,0.5155
320.4,-0.0115,0.5155
320.5,-0.011,0.516
320.6,-0.0095,0.511
320.701,-0.0105,0.5135
320.801,-0.0105,0.5135
320.901,-0.0105,0.5135
321,-0.011,0.515
321.101,-0.0105,0.513
321.2,-0.011,0.515
321.301,-0.0105,0.5125
321.4,-0.0105,0.5105
321.501,-0.01,0.512
321.6,-0.0105,0.5145
321.7,-0.011,0.5145
321.8,-0.011,0.514
321.901,-0.0105,0.511
322,-0.0105,0.513
322.1,-0.0105,0.512
322.2,-0.0105,0.508
322.3,-0.01,0.5125
322.4,-0.0115,0.5135
322.499,-0.011,0.516
322.6,-0.011,0.5135
322.7,-0.01,0.5135
322.801,-0.0105,0.511
322.9,-0.0105,0.5135
323,-0.0105,0.5135
323.099,-0.0105,0.513
323.2,-0.0105,0.513
323.3,-0.0105,0.513
323.4,-0.0105,0.513
323.5,-0.0105,0.513
323.6,-0.0105,0.5125
323.7,-0.0105,0.5125
323.799,-0.0105,0.515
323.9,-0.0105,0.512
323.999,-0.0105,0.515
324.1,-0.0105,0.512
324.201,-0.0105,0.5095
324.3,-0.0105,0.5115
324.399,-0.0105,0.515
324.5,-0.0105,0.512
324.599,-0.0105,0.5115
324.7,-0.0105,0.512
324.801,-0.0105,0.51
324.9,-0.0105,0.5115
325,-0.0105,0.5115
325.1,-0.0105,0.5115
325.2,-0.0105,0.5115
325.3,-0.0105,0.511
325.4,-0.0105,0.511
325.5,-0.0105,0.511
325.6,-0.0105,0.511
325.7,-0.0105,0.5105
325.8,-0.0105,0.511
325.9,-0.0105,0.5105
326,-0.0105,0.5105
326.101,-0.011,0.5095
326.2,-0.011,0.5105
326.3,-0.011,0.511
326.401,-0.011,0.5095
326.5,-0.0105,0.511
326.6,-0.0105,0.511
326.7,-0.011,0.511
326.8,-0.011,0.511
326.899,-0.0105,0.5125
327,-0.011,0.511
327.1,-0.011,0.511
327.2,-0.011,0.511
327.301,-0.011,0.511
327.401,-0.011,0.511
327.5,-0.011,0.5115
327.6,-0.011,0.5115
327.7,-0.011,0.5115
327.8,-0.011,0.512
327.899,-0.011,0.5125
328,-0.011,0.512
328.1,-0.011,0.512
328.2,-0.011,0.5125
328.3,-0.011,0.5125
328.4,-0.011,0.5125
328.5,-0.011,0.5125
328.6,-0.0115,0.513
328.701,-0.012,0.514
328.8,-0.0115,0.5135
328.899,-0.011,0.5135
328.999,-0.011,0.514
329.1,-0.0125,0.516
329.2,-0.0115,0.516
329.3,-0.0115,0.515
329.4,-0.0115,0.515
329.5,-0.0115,0.5155
329.6,-0.012,0.5155
329.699,-0.0115,0.515
329.8,-0.012,0.5165
329.9,-0.012,0.5165
330,-0.0125,0.517
330.1,-0.0135,0.519
330.199,-0.0115,0.5165
330.3,-0.013,0.5185
330.401,-0.014,0.5205
330.5,-0.013,0.519
330.6,-0.0135,0.519
330.7,-0.0135,0.5195
330.8,-0.0135,0.52
330.9,-0.0135,0.52
330.999,-0.0125,0.519
331.099,-0.0125,0.519
331.199,-0.013,0.5195
331.3,-0.014,0.522
331.4,-0.014,0.523
331.5,-0.014,0.523
331.6,-0.014,0.5235
331.7,-0.014,0.5235
331.801,-0.0135,0.527
331.9,-0.014,0.525
331.999,-0.014,0.5255
332.1,-0.014,0.5255
332.2,-0.014,0.5255
332.301,-0.0135,0.529
332.401,-0.0135,0.5295
332.501,-0.0135,0.53
332.6,-0.014,0.5275
332.7,-0.014,0.531
332.8,-0.014,0.5285
332.901,-0.0135,0.532
333.001,-0.0135,0.5325
333.1,-0.0135,0.53
333.2,-0.0135,0.53
333.3,-0.0135,0.5305
333.4,-0.0135,0.531
333.5,-0.0135,0.5315
333.6,-0.0135,0.5365
333.7,-0.0135,0.5325
333.8,-0.0135,0.533
333.899,-0.014,0.53
334,-0.0135,0.5335
334.1,-0.013,0.534
334.2,-0.013,0.534
334.299,-0.0135,0.5315
334.399,-0.0135,0.532
334.5,-0.0135,0.5355
334.6,-0.0135,0.536
334.7,-0.0135,0.536
334.8,-0.0135,0.5365
334.9,-0.0135,0.5365
334.999,-0.0135,0.535
335.1,-0.013,0.529
335.2,-0.013,0.5295
335.299,-0.0135,0.5285
335.4,-0.013,0.531
335.5,-0.013,0.5315
335.6,-0.013,0.5325
335.7,-0.013,0.5325
335.799,-0.013,0.531
335.899,-0.0135,0.5315
335.999,-0.013,0.5315
336.1,-0.013,0.534
336.2,-0.0125,0.534
336.3,-0.0125,0.5345
336.399,-0.0125,0.535
336.5,-0.0125,0.535
336.6,-0.0125,0.5355
336.7,-0.0125,0.5355
336.8,-0.0125,0.535
336.9,-0.0125,0.536
337,-0.0125,0.5365
337.099,-0.013,0.536
337.2,-0.0125,0.5365
337.3,-0.0125,0.537
337.401,-0.012,0.534
337.5,-0.0125,0.535
337.6,-0.0125,0.535
337.7,-0.0125,0.535
337.801,-0.012,0.534
337.901,-0.012,0.534
338,-0.0125,0.5355
338.1,-0.0125,0.5355
338.201,-0.012,0.5345
338.3,-0.012,0.5355
338.4,-0.0125,0.536
338.5,-0.012,0.536
338.6,-0.012,0.536
338.701,-0.0115,0.534
338.8,-0.012,0.536
338.9,-0.012,0.5345
339.001,-0.0115,0.534
339.101,-0.0115,0.5315
339.201,-0.0115,0.5335
339.301,-0.0115,0.5335
339.4,-0.012,0.542
339.5,-0.012,0.5435
339.599,-0.012,0.544
339.7,-0.012,0.544
339.8,-0.012,0.5445
339.9,-0.0115,0.5445
339.999,-0.012,0.545
340.1,-0.0115,0.5445
340.199,-0.012,0.5455
340.3,-0.0115,0.54
340.4,-0.0115,0.545
340.5,-0.0115,0.545
340.599,-0.0115,0.5465
340.7,-0.0115,0.5445
340.8,-0.0115,0.5445
340.899,-0.012,0.5475
340.999,-0.0115,0.547
341.1,-0.011,0.545
341.201,-0.0115,0.543
341.3,-0.012,0.5455
341.4,-0.0105,0.5455
341.501,-0.011,0.5425
341.601,-0.011,0.5425
341.701,-0.0115,0.5425
341.8,-0.011,0.545
341.899,-0.0115,0.547
342.001,-0.0115,0.542
342.101,-0.0115,0.542
342.2,-0.0115,0.545
342.301,-0.0115,0.542
342.4,-0.011,0.5445
342.5,-0.0115,0.5445
342.6,-0.0115,0.5445
342.699,-0.011,0.547
342.8,-0.0115,0.544
342.9,-0.011,0.5395
343.001,-0.0115,0.5415
343.1,-0.0115,0.544
343.201,-0.0115,0.5415
343.301,-0.011,0.5415
343.4,-0.0115,0.544
343.5,-0.0115,0.5435
343.599,-0.0115,0.5465
343.699,-0.0115,0.5435
343.8,-0.0115,0.5435
343.9,-0.0115,0.5435
343.999,-0.0115,0.546
344.1,-0.0115,0.543
344.199,-0.0115,0.5455
344.3,-0.0115,0.543
344.4,-0.0115,0.543
344.5,-0.0115,0.5425
344.601,-0.0115,0.541
344.7,-0.0115,0.5425
344.799,-0.0115,0.5445
344.9,-0.0115,0.5425
345.001,-0.0115,0.541
345.1,-0.0115,0.5425
345.201,-0.0115,0.541
345.3,-0.0115,0.542
345.401,-0.0115,0.541
345.5,-0.0115,0.541
345.6,-0.0115,0.5425
345.7,-0.0115,0.5425
345.799,-0.0115,0.5445
345.899,-0.0115,0.544
346,-0.0115,0.5425
346.1,-0.0115,0.543
346.2,-0.0115,0.543
346.3,-0.0115,0.5435
346.4,-0.0115,0.5435
346.499,-0.0115,0.544
346.6,-0.0115,0.5435
346.701,-0.012,0.543
346.8,-0.012,0.5435
346.9,-0.0115,0.5445
347,-0.0115,0.5445
347.1,-0.0115,0.5445
347.2,-0.012,0.5445
347.299,-0.0115,0.5435
347.4,-0.012,0.5425
347.5,-0.012,0.542
347.599,-0.0115,0.544
347.7,-0.012,0.543
347.799,-0.0115,0.544
347.9,-0.012,0.5435
348,-0.012,0.5435
348.1,-0.012,0.5435
348.2,-0.012,0.543
348.299,-0.012,0.5435
348.4,-0.012,0.5435
348.499,-0.0115,0.5435
348.6,-0.012,0.543
348.7,-0.012,0.5435
348.8,-0.012,0.543
348.9,-0.012,0.543
349,-0.012,0.543
349.1,-0.012,0.543
349.2,-0.012,0.543
349.3,-0.012,0.543
349.4,-0.012,0.5415
349.5,-0.012,0.5415
349.601,-0.013,0.5425
349.7,-0.0125,0.541
349.8,-0.0125,0.541
349.901,-0.0135,0.5425
350,-0.0125,0.5415
350.1,-0.0125,0.5415
350.201,-0.014,0.543
350.3,-0.0125,0.5415
350.4,-0.013,0.542
350.499,-0.0125,0.541
350.6,-0.013,0.5425
350.7,-0.0135,0.5425
350.8,-0.0145,0.5445
350.9,-0.0135,0.543
351.001,-0.0145,0.5455
351.101,-0.015,0.546
351.201,-0.0145,0.546
351.301,-0.015,0.5465
351.4,-0.014,0.5445
351.501,-0.015,0.547
351.6,-0.014,0.545
351.7,-0.0145,0.5445
351.8,-0.0145,0.5445
351.9,-0.0145,0.5445
352,-0.0145,0.545
352.1,-0.0145,0.5455
352.2,-0.0145,0.546
352.3,-0.0145,0.5465
352.4,-0.015,0.547
352.5,-0.015,0.5475
352.6,-0.015,0.548
352.699,-0.014,0.546
352.8,-0.015,0.5485
352.899,-0.0145,0.5465
353,-0.015,0.549
353.101,-0.0145,0.552
353.201,-0.0145,0.5525
353.301,-0.0145,0.5525
353.4,-0.015,0.55
353.5,-0.0145,0.5505
353.6,-0.015,0.551
353.7,-0.0145,0.551
353.799,-0.015,0.5495
353.9,-0.0145,0.552
354,-0.0145,0.5525
354.101,-0.014,0.5555
354.201,-0.0145,0.5555
354.3,-0.0145,0.552
354.4,-0.0145,0.5525
354.5,-0.0145,0.5525
354.6,-0.0145,0.553
354.7,-0.0145,0.5535
354.8,-0.0145,0.554
354.901,-0.014,0.557
355,-0.014,0.5545
355.1,-0.014,0.555
355.201,-0.014,0.5575
355.301,-0.014,0.558
355.4,-0.014,0.5555
355.5,-0.0145,0.556
355.6,-0.0145,0.5565
355.7,-0.0145,0.5565
355.801,-0.014,0.559
355.9,-0.014,0.557
356,-0.014,0.557
356.1,-0.014,0.5575
356.2,-0.014,0.558
356.3,-0.014,0.558
356.4,-0.014,0.5585
356.5,-0.014,0.559
356.6,-0.014,0.5595
356.7,-0.014,0.5595
356.8,-0.014,0.56
356.901,-0.0135,0.5625
357,-0.014,0.561
357.1,-0.014,0.561
357.2,-0.014,0.5615
357.301,-0.014,0.5635
357.399,-0.014,0.56
357.5,-0.014,0.5625
357.6,-0.014,0.5625
357.7,-0.014,0.5625
357.801,-0.0135,0.564
357.901,-0.0135,0.564
358.001,-0.0135,0.5645
358.101,-0.0135,0.5645
358.2,-0.014,0.5635
358.3,-0.014,0.5635
358.399,-0.014,0.5615
358.5,-0.0135,0.563
358.599,-0.014,0.5615
358.699,-0.014,0.5635
358.8,-0.014,0.5635
358.9,-0.0135,0.5645
359,-0.0135,0.564
359.1,-0.0135,0.564
359.199,-0.014,0.562
359.3,-0.0135,0.564
359.4,-0.0135,0.564
359.5,-0.0135,0.564
359.601,-0.0135,0.5645
359.701,-0.0135,0.565
359.8,-0.0135,0.564
359.9,-0.0135,0.5645
359.999,-0.014,0.563
360.1,-0.0135,0.565
360.201,-0.013,0.565
360.3,-0.0135,0.565
360.399,-0.014,0.5645
360.5,-0.0135,0.5655
360.6,-0.0135,0.5655
360.7,-0.0135,0.565
360.799,-0.0135,0.564
360.9,-0.0135,0.5645
361,-0.0135,0.5645
361.099,-0.0135,0.564
361.199,-0.0135,0.5635
361.299,-0.0135,0.5635
361.399,-0.0135,0.5635
361.5,-0.0135,0.5635
361.6,-0.013,0.564
361.699,-0.0135,0.564
361.8,-0.0135,0.5655
361.9,-0.013,0.5665
362,-0.013,0.567
362.101,-0.0125,0.5665
362.2,-0.013,0.566
362.3,-0.013,0.567
362.4,-0.013,0.567
362.5,-0.013,0.5675
362.6,-0.013,0.567
362.7,-0.013,0.567
362.8,-0.013,0.567
362.901,-0.0125,0.563
363,-0.013,0.5675
363.1,-0.013,0.567
363.2,-0.013,0.5665
363.3,-0.013,0.5675
363.4,-0.013,0.5655
363.501,-0.0125,0.5645
363.6,-0.013,0.564
363.701,-0.0125,0.564
363.8,-0.013,0.5645
363.9,-0.013,0.566
364,-0.013,0.5655
364.1,-0.013,0.5655
364.199,-0.013,0.567
364.3,-0.012,0.561
364.399,-0.013,0.567
364.5,-0.0125,0.565
364.6,-0.0125,0.5645
364.7,-0.012,0.56
364.799,-0.013,0.5675
364.899,-0.0125,0.5645
365,-0.0125,0.5645
365.1,-0.0125,0.5645
365.2,-0.0125,0.5645
365.3,-0.0125,0.5645
365.4,-0.0125,0.5645
365.5,-0.0125,0.5645
365.6,-0.0125,0.5645
365.7,-0.0125,0.564
365.8,-0.0125,0.564
365.901,-0.012,0.5615
366,-0.0125,0.563
366.1,-0.0125,0.563
366.201,-0.0125,0.5605
366.301,-0.0125,0.56
366.401,-0.0125,0.56
366.5,-0.0115,0.562
366.601,-0.012,0.5595
366.699,-0.0125,0.564
366.8,-0.013,0.5615
366.9,-0.012,0.559
366.999,-0.013,0.5615
367.1,-0.012,0.561
367.2,-0.012,0.561
367.299,-0.0125,0.563
367.399,-0.0125,0.563
367.499,-0.0125,0.5625
367.6,-0.012,0.56
367.7,-0.012,0.56
367.801,-0.0125,0.5575
367.9,-0.012,0.56
368,-0.0125,0.5595
368.1,-0.0125,0.5595
368.201,-0.0125,0.5565
368.3,-0.0125,0.559
368.4,-0.0125,0.559
368.499,-0.0115,0.561
368.6,-0.0125,0.5555
368.7,-0.0125,0.558
368.801,-0.0125,0.5515
368.9,-0.012,0.558
369,-0.012,0.5575
369.101,-0.0125,0.5545
369.2,-0.0125,0.557
369.3,-0.0125,0.5565
369.4,-0.0125,0.556
369.5,-0.0125,0.5555
369.601,-0.0125,0.553
369.7,-0.0125,0.5555
369.8,-0.0125,0.555
369.899,-0.0125,0.5575
370,-0.0125,0.5545
370.1,-0.0125,0.5545
370.2,-0.0125,0.554
370.3,-0.012,0.5515
370.4,-0.0125,0.5535
370.5,-0.0125,0.5535
370.601,-0.012,0.5515
370.7,-0.0125,0.553
370.801,-0.012,0.551
370.9,-0.0125,0.553
371.001,-0.012,0.551
371.1,-0.0125,0.553
371.199,-0.0125,0.5555
371.299,-0.0125,0.555
371.4,-0.0125,0.5525
371.5,-0.0125,0.552
371.6,-0.012,0.552
371.7,-0.012,0.5515
371.8,-0.0125,0.5515
371.9,-0.0125,0.551
372,-0.0125,0.551
372.099,-0.012,0.5505
372.2,-0.0125,0.5505
372.3,-0.0125,0.5505
372.4,-0.0125,0.55
372.5,-0.012,0.55
372.601,-0.0125,0.548
372.7,-0.012,0.5495
372.801,-0.0125,0.548
372.9,-0.012,0.5495
373,-0.0125,0.549
373.1,-0.0125,0.5495
373.2,-0.0125,0.549
373.3,-0.0125,0.549
373.4,-0.0125,0.549
373.5,-0.0125,0.549
373.6,-0.0125,0.5475
373.7,-0.0125,0.5485
373.8,-0.0125,0.5485
373.899,-0.0125,0.55
374,-0.0125,0.548
374.1,-0.0125,0.548
374.201,-0.013,0.5465
374.301,-0.0125,0.546
